scene 	 instruction 	 expected_object 	 expected_affordance 	 actual_object 	 actual_affordance 	 success
FloorPlan25	open the left drawer next to the stove put the rinsed fork inside and close the drawer	put	fork	close	drawer	False
FloorPlan25	turn right to walk to the microwave	go	countertop	go	microwave	False
FloorPlan25	pick up the fork next to the microwave on the counter	pick	fork	pick	fork	True
FloorPlan25	turn left to walk to the sink	go	sinkbasin	go	sinkbasin	True
FloorPlan25	rinse the fork in the sink	clean	fork	put	sinkbasin	False
FloorPlan25	turn left to face the drawer directly below the avocado on the counter	go	drawer	put	countertop	False
FloorPlan25	put the fork away in the drawer below the avocado	put	fork	put	drawer	False
FloorPlan25	turn around walk forward to the sink then turn right and walk to the microwave	go	countertop	go	sinkbasin	False
FloorPlan25	pick up the fork on the counter to the left of the microwave	pick	fork	pick	fork	True
FloorPlan25	turn around walk forward slightly then turn right and walk to the sink	go	sinkbasin	go	sinkbasin	True
FloorPlan25	put the fork in the sink rinse it off and take it back out	clean	fork	put	sinkbasin	False
FloorPlan25	turn left towards the stove top	go	drawer	put	stoveburner	False
FloorPlan25	put the fork in the top drawer just to the right of the stove top then close the drawer	put	fork	close	drawer	False
FloorPlan25	turn left to the table	go	countertop	break	window	False
FloorPlan25	pick up a knife from the table	pick	knife	pick	knife	True
FloorPlan25	turn right to the fridge	go	tomato	go	fridge	False
FloorPlan25	slice the tomato in the fridge	slice	tomato	slice	tomato	True
FloorPlan25	move to the fridge	go	fridge	put	fridge	False
FloorPlan25	drop the knife in the fridge	put	knife	close	fridge	False
FloorPlan25	move to the tomato slice	go	fridge	slice	tomato	False
FloorPlan25	pick up a tomato slice	pick	tomato	pick	tomato	True
FloorPlan25	head left to the oven	go	microwave	put	stoveburner	False
FloorPlan25	cook the tomato slice in the oven	heat	tomato	cook	potato	False
FloorPlan25	turn around to the bin	go	garbagecan	go	faucet	False
FloorPlan25	trash the slice in the bin	put	tomato	put	garbagecan	False
FloorPlan25	turn left and go to the dishwasher	go	countertop	go	faucet	False
FloorPlan25	pick up the knife on the counter by the bottle	pick	knife	pick	knife	True
FloorPlan25	turn right and go to the fridge	go	tomato	go	fridge	False
FloorPlan25	cut the apple in the fridge	slice	tomato	close	fridge	False
FloorPlan25	look down at the fridge	go	fridge	put	fridge	False
FloorPlan25	put the knife in the fridge	put	knife	put	fridge	False
FloorPlan25	look up at the fridge	go	fridge	put	fridge	False
FloorPlan25	pick up a slice of tomato from the fridge	pick	tomato	pick	tomato	True
FloorPlan25	turn left and head to the microwave on the right	go	microwave	put	microwave	False
FloorPlan25	cook the tomato in the microwave and pick it back up	heat	tomato	pick	tomato	False
FloorPlan25	turn around and head to the trash can in the corner	go	garbagecan	put	garbagecan	False
FloorPlan25	put the slice of tomato in the trash can	put	tomato	put	garbagecan	False
FloorPlan25	turn around go forward hang a right and go to the counter left of the microwave	go	countertop	go	countertop	True
FloorPlan25	pick up the yellow handled knife that is on the counter	pick	knife	pick	knife	True
FloorPlan25	turn to the right and go to the fridge that is on the left	go	tomato	go	window	False
FloorPlan25	open the fridge cut the tomato inside the fridge into slices and close the fridge	slice	tomato	close	fridge	False
FloorPlan25	back away from the fridge	go	fridge	go	fridge	True
FloorPlan25	put the knife inside the fridge and close the door	put	knife	close	fridge	False
FloorPlan25	move forward to the fridge	go	fridge	put	fridge	False
FloorPlan25	open the fridge take a slice of tomato out of the fridge	pick	tomato	open	fridge	False
FloorPlan25	turn to the left go to the microwave that is on the right	go	microwave	go	microwave	True
FloorPlan25	put the tomato inside the microwave and turn it on to cook remove the tomato after it is done cooking	heat	tomato	go	tomato	False
FloorPlan25	turn to the right and go to the wall hang a right and go to the green garbage can	go	garbagecan	go	window	False
FloorPlan25	put the tomato in the garbage can	put	tomato	put	garbagecan	False
FloorPlan25	turn right and go to the dishwasher	go	countertop	go	faucet	False
FloorPlan25	pick up the knife to the left of the tomato	pick	knife	pick	knife	True
FloorPlan25	turn right and go to the fridge	go	tomato	go	fridge	False
FloorPlan25	cut the tomato on the second shelf of the fridge	slice	tomato	put	countertop	False
FloorPlan25	move left and go to the fridge	go	fridge	go	fridge	True
FloorPlan25	put the knife on the second shelf of the fridge	put	knife	put	countertop	False
FloorPlan25	move right and go to the fridge	go	fridge	go	fridge	True
FloorPlan25	pick up a slice of tomato in the fridge	pick	tomato	pick	tomato	True
FloorPlan25	turn left and go to the microwave	go	microwave	go	microwave	True
FloorPlan25	cook the slice of tomato in the microwave and pick it back up	heat	tomato	pick	tomato	False
FloorPlan25	turn around and go to the green trash can in the corner	go	garbagecan	go	garbagecan	True
FloorPlan25	put the slice of tomato in the trash can	put	tomato	put	garbagecan	False
FloorPlan25	turn to the right and move to the counter with the dishwasher below	go	countertop	put	countertop	False
FloorPlan25	pick up the sharp knife with the yellow handle	pick	knife	pick	knife	True
FloorPlan25	turn to the right and move to the fridge on the left turn to face the fridge	go	tomato	put	fridge	False
FloorPlan25	open the door of the fridge cut the tomato in the back right corner of the second shelf with the knife and close the door	slice	tomato	break	window	False
FloorPlan25	stay in front of the refrigerator for a few seconds	go	fridge	close	fridge	False
FloorPlan25	open the door to the fridge again and put the knife on the second shelf and close the door	put	knife	close	fridge	False
FloorPlan25	stay in front of the refrigerator for a few seconds	go	fridge	close	fridge	False
FloorPlan25	open the door and pick up one slice of the tomato that was sliced and close the door	pick	tomato	open	drawer	False
FloorPlan25	move to the left of the fridge to face the microwave	go	microwave	close	fridge	False
FloorPlan25	open the microwave door put the slice of tomato in to it close the door cook for 3 seconds open the door remove the tomato slice and close the door	heat	tomato	open	fridge	False
FloorPlan25	turn to the right moving passed the fridge and at the wall turn right and move to the trash can ahead	go	garbagecan	go	window	False
FloorPlan25	put the slice of tomato in to the trash can	put	tomato	put	garbagecan	False
FloorPlan25	turn right go to the counter	go	countertop	go	countertop	True
FloorPlan25	pick up the knife from the counter	pick	knife	pick	knife	True
FloorPlan25	turn right go forward turn left at the fridge	go	tomato	go	fridge	False
FloorPlan25	slice the tomato in the fridge	slice	tomato	slice	tomato	True
FloorPlan25	move a bit to the left	go	fridge	break	window	False
FloorPlan25	put the knife in the fridge	put	knife	put	fridge	False
FloorPlan25	move a bit to the right	go	fridge	break	window	False
FloorPlan25	pick up a tomato slice from the fridge	pick	tomato	pick	tomato	True
FloorPlan25	turn left go forward turn right at the microwave	go	microwave	go	microwave	True
FloorPlan25	put the tomato slice in the microwave start the microwave wait pick up the tomato slice from the microwave	heat	tomato	put	microwave	False
FloorPlan25	turn right go forward turn right go to the bin	go	garbagecan	go	faucet	False
FloorPlan25	put the tomato slice in the bin	put	tomato	slice	tomato	False
FloorPlan25	turn around and walk across the room to face the sink	go	countertop	go	sinkbasin	False
FloorPlan25	pick up the knife on the sink	pick	butterknife	pick	knife	False
FloorPlan25	turn right and step forward to face the fridge	go	apple	go	countertop	False
FloorPlan25	cut the apple in the microwave into three pieces	slice	apple	put	countertop	False
FloorPlan25	place the knife in the microwave	put	butterknife	close	microwave	False
FloorPlan25	pick up the piece of the apple in the microwave	pick	apple	pick	apple	True
FloorPlan25	take a step to the right to face the fridge	go	fridge	go	countertop	False
FloorPlan25	place the apple in the top of the fridge	cool	apple	close	fridge	False
FloorPlan25	turn around and step forward to face the trash can on the floor	go	garbagecan	go	countertop	False
FloorPlan25	place the apple piece in the trash can on the floor	put	apple	put	garbagecan	False
FloorPlan25	go the sink	go	countertop	go	sinkbasin	False
FloorPlan25	pick up the knife from the edge of the counter	pick	butterknife	pick	knife	False
FloorPlan25	take the knife to the microwave	go	apple	put	microwave	False
FloorPlan25	open the microwave	slice	apple	open	microwave	False
FloorPlan25	put the knife inside the microwave	put	butterknife	put	microwave	False
FloorPlan25	take out the apple and close the door	pick	apple	close	drawer	False
FloorPlan25	take the apple to the fridge	go	fridge	go	apple	False
FloorPlan25	put the apple in the fridge then take back out	cool	apple	put	fridge	False
FloorPlan25	take the apple to the trash bin	go	garbagecan	go	garbagecan	True
FloorPlan25	put the apple in the bin	put	apple	go	apple	False
FloorPlan25	turn around and face the sink in front of you	go	countertop	put	sinkbasin	False
FloorPlan25	take the knife from the counter in front of you	pick	butterknife	go	knife	False
FloorPlan25	turn right and face the microwave in front of you	go	apple	put	countertop	False
FloorPlan25	open the microwave and cut the apple inside	slice	apple	open	microwave	False
FloorPlan25	place the knife in the microwave in front of you	put	butterknife	close	microwave	False
FloorPlan25	take an apple slice from the microwave in front of you and close the microwave	pick	apple	close	microwave	False
FloorPlan25	turn right and face the fridge to your left	go	fridge	put	fridge	False
FloorPlan25	place the apple inside the fridge in front of you then take it out and close the fridge	cool	apple	close	fridge	False
FloorPlan25	turn around and face the green can in front of you	go	garbagecan	put	countertop	False
FloorPlan25	place the apple slice in the can in front of you	put	apple	slice	apple	False
FloorPlan25	walk over to the sink so you are standing in front of it facing it	go	sinkbasin	go	countertop	False
FloorPlan25	pick up the head of lettuce that s in the right hand sink	pick	lettuce	pick	bread	False
FloorPlan25	back up slightly so you are a little further away but still facing the same direction	go	countertop	go	window	False
FloorPlan25	place the head of lettuce near the sponge with a green back	put	lettuce	go	dishsponge	False
FloorPlan25	turn right move forward towards the microwave turn left and move towards the sink	go	sinkbasin	put	sinkbasin	False
FloorPlan25	pick up the lettuce from the sink next to the drain	pick	lettuce	put	sinkbasin	False
FloorPlan25	turn left and move towards the dishwasher turn left and face the sink	go	countertop	put	sinkbasin	False
FloorPlan25	place the lettuce on the counter to the right of the knife	put	lettuce	put	countertop	False
FloorPlan25	walk forward to the sink on the right	go	sinkbasin	go	sinkbasin	True
FloorPlan25	pick up the lettuce from the sink	pick	lettuce	pick	lettuce	True
FloorPlan25	take one step back and then face the sink on the right	go	countertop	put	sinkbasin	False
FloorPlan25	place the lettuce behind the green sponge on the counter above the dishwasher	put	lettuce	put	countertop	False
FloorPlan25	walk to the sink that is in front of you	go	sinkbasin	go	sinkbasin	True
FloorPlan25	pick up the lettuce that is in the sink	pick	lettuce	pick	lettuce	True
FloorPlan25	take a step back from the sink	go	countertop	go	sink	False
FloorPlan25	place lettuce behind the knife on the counter top to your left	put	lettuce	put	countertop	False
FloorPlan25	walk over to the kitchen sink	go	sinkbasin	go	sinkbasin	True
FloorPlan25	grab the lettuce from the sink	pick	lettuce	put	sinkbasin	False
FloorPlan25	back up a bit to face the kitchen sink again	go	countertop	put	sinkbasin	False
FloorPlan25	place the lettuce on the kitchen counter to the right of the sink	put	lettuce	put	sinkbasin	False
FloorPlan25	turn right walk to the sink	go	sinkbasin	go	sinkbasin	True
FloorPlan25	grab the cabbage from the sink	pick	lettuce	put	sinkbasin	False
FloorPlan25	turn around and around	go	countertop	put	garbagecan	False
FloorPlan25	put the cabbage in the corner by the knife	put	lettuce	put	coffeemachine	False
FloorPlan25	turn right and walk over to the kitchen sink	go	sinkbasin	go	sinkbasin	True
FloorPlan25	pick up the green head of lettuce out of the sink	pick	lettuce	pick	potato	False
FloorPlan25	turn around and take a step then turn left and take another step then turn left to be facing the sink again	go	countertop	put	sinkbasin	False
FloorPlan25	place the head of lettuce onto the counter to the right of the butter knife and pepper shaker	put	lettuce	put	coffeemachine	False
FloorPlan25	turn around walk straight and turn to the right to go to the dishwasher	go	countertop	go	faucet	False
FloorPlan25	pick up a potato next to the green cup on the table	pick	potato	pick	potato	True
FloorPlan25	walk to the right and turn left to face the fridge	go	fridge	go	countertop	False
FloorPlan25	open the fridge put the potato next to the tomato in the fridge close the fridge let it cool for a while pick it up again and close the fridge	cool	potato	close	fridge	False
FloorPlan25	go to the microwave on the counter top next to the fridge	go	microwave	go	countertop	False
FloorPlan25	put the potato in it and close the microwave	put	potato	close	microwave	False
FloorPlan25	walk over to the microwave on the counter	go	countertop	go	microwave	False
FloorPlan25	pick up the potato that is on the front edge of the counter in front of you	pick	potato	put	countertop	False
FloorPlan25	turn right and walk over to the fridge	go	fridge	go	faucet	False
FloorPlan25	put the potato in the fridge for a couple seconds to let it get cold then take it out and close the fridge	cool	potato	put	fridge	False
FloorPlan25	walk back over to the microwave	go	microwave	go	microwave	True
FloorPlan25	put the chilled potato in the microwave then close the door	put	potato	close	fridge	False
FloorPlan25	walk up to the microwave	go	microwave	go	microwave	True
FloorPlan25	take the sweet potato out of the microwave	pick	potato	go	potato	False
FloorPlan25	turn right and walk up to the fridge	go	fridge	go	fridge	True
FloorPlan25	put the sweet potato in the fridge and close the door after a couple seconds open the door and remove the now chilled sweet potato then close the door	cool	potato	close	fridge	False
FloorPlan25	turn left and walk back over to the microwave	go	microwave	go	microwave	True
FloorPlan25	put the chilled sweet potato in the microwave to the right of the apple then close the door	put	potato	close	fridge	False
FloorPlan25	go to counter with microwave	go	microwave	go	microwave	True
FloorPlan25	open microwave pick up potato from microwave close microwave	pick	potato	close	microwave	False
FloorPlan25	go to refrigerator to the right	go	fridge	go	fridge	True
FloorPlan25	open refrigerator place potato to the right of tomato on second shelf of refrigerator close refrigerator open refrigerator pick up potato from refrigerator close refrigerator	cool	potato	close	fridge	False
FloorPlan25	go to counter with microwave to the left	go	microwave	go	microwave	True
FloorPlan25	place potato on center of blue plate in microwave close microwave	put	potato	close	microwave	False
FloorPlan25	walk forward to the microwave in front of you	go	microwave	go	microwave	True
FloorPlan25	take out the potato from the microwave and close the microwave	pick	potato	close	microwave	False
FloorPlan25	turn right and walk to the refrigerator	go	fridge	go	faucet	False
FloorPlan25	cool the potato in the refrigerator then take it out and close the refrigerator	cool	potato	close	fridge	False
FloorPlan25	turn left and walk back to the microwave	go	microwave	go	microwave	True
FloorPlan25	put the potato in the microwave and close the microwave	put	potato	close	microwave	False
FloorPlan25	turn around and go forward to the sink	go	countertop	go	sinkbasin	False
FloorPlan25	pick up the potato on the counter to the left of the sink	pick	potato	pick	potato	True
FloorPlan25	turn around and go forward until you reach the fridge then turn left	go	fridge	go	fridge	True
FloorPlan25	open the fridge potato inside and chill it then take it out	cool	potato	open	fridge	False
FloorPlan25	turn left and go forward toward the counter then turn right at the microwave	go	microwave	go	countertop	False
FloorPlan25	open the microwave put the potato inside and close it	put	potato	close	microwave	False
FloorPlan25	turn around and cross the kitchen to the coffee maker	go	countertop	put	coffeemachine	False
FloorPlan25	pick up the mug in the coffee maker and turn around	pick	mug	pick	mug	True
FloorPlan25	cross the kitchen to the microwave	go	microwave	close	microwave	False
FloorPlan25	open the microwave and place the mug inside close the door and turn on the microwave and then remove	heat	mug	close	microwave	False
FloorPlan25	lift the mug above the microwave and open the cabinet	go	cabinet	open	microwave	False
FloorPlan25	place the mug in the cabinet and close the door	put	mug	close	cabinet	False
FloorPlan25	walk over to where the coffee machine is on the counter behind you	go	countertop	put	coffeemachine	False
FloorPlan25	pick up the coffee mug out of the coffee machine	pick	mug	put	coffeemachine	False
FloorPlan25	turn right and walk over to the microwave	go	microwave	go	microwave	True
FloorPlan25	open the microwave and put the mug inside then close the door and turn on the microwave after a couple seconds open the microwave back up and take the now heated mug out then close the microwave	heat	mug	close	microwave	False
FloorPlan25	look up at the upper cabinets above the microwave	go	cabinet	put	countertop	False
FloorPlan25	open the upper cabinet door that is in front of you and put the heated mug inside then close the door	put	mug	open	fridge	False
FloorPlan25	move around to the coffee maker	go	countertop	put	coffeemachine	False
FloorPlan25	pick up a mug from the coffee maker	pick	mug	pick	mug	True
FloorPlan25	turn right and and to the microwave oven	go	microwave	put	microwave	False
FloorPlan25	place the mug to heat in the oven and take it out	heat	mug	put	mug	False
FloorPlan25	move up the oven to the cupboard	go	cabinet	put	stoveburner	False
FloorPlan25	place the cup in the cupboard	put	mug	put	coffeemachine	False
FloorPlan25	turn around and walk towards the sink then turn right and walk up to the microwave and look up at the upper cabinets	go	cabinet	go	countertop	False
FloorPlan25	open the cabinet door above the microwave and pick up the white mug from out of the cabinet then close the door	pick	mug	close	cabinet	False
FloorPlan25	walk up to the microwave	go	microwave	go	microwave	True
FloorPlan25	open the microwave and put the mug inside then close the door and turn on the microwave after a couple seconds open the microwave back up and remove the now heated mug then close the microwave	heat	mug	close	microwave	False
FloorPlan25	look back up at the cabinets above the microwave	go	cabinet	put	countertop	False
FloorPlan25	open the upper cabinet above the microwave and put the heated white mug inside then close the cabinet doors	put	mug	open	cabinet	False
FloorPlan25	walk over to the microwave	go	cabinet	go	microwave	False
FloorPlan25	grab the cup out of the cabinet	pick	mug	put	cabinet	False
FloorPlan25	heat the cup in the microwave	go	microwave	open	microwave	False
FloorPlan25	grab the cup back	heat	mug	break	mug	False
FloorPlan25	head back to the cabinet	go	cabinet	go	cabinet	True
FloorPlan25	place the cup back in the cabinet	put	mug	put	cabinet	False
FloorPlan25	turn around and walk to the sink then turn right and walk to the counter	go	countertop	go	sinkbasin	False
FloorPlan25	pick up the egg that s in front of you	pick	egg	pick	egg	True
FloorPlan25	turn right and take a step then turn right and take a step then turn right	go	sinkbasin	go	faucet	False
FloorPlan25	wash the egg in the left sink then get it back out and shut off the water	clean	egg	put	sinkbasin	False
FloorPlan25	turn right and walk to the wall then turn left	go	fridge	go	window	False
FloorPlan25	put the egg in the fridge under the mug	put	egg	put	fridge	False
FloorPlan25	turn around and face the counter to the left of the microwave	go	countertop	put	countertop	False
FloorPlan25	pick the egg up from the counter	pick	egg	pick	egg	True
FloorPlan25	move to the left and face the sink	go	sinkbasin	put	sinkbasin	False
FloorPlan25	put the egg in the sink on the left and turn the water on and then off and take the egg back out of the sink	clean	egg	put	sinkbasin	False
FloorPlan25	turn around and turn to the left to face the fridge	go	fridge	close	fridge	False
FloorPlan25	open the fridge and put the egg in and shut the fridge	put	egg	open	fridge	False
FloorPlan25	turn around and go to the sink then turn right and go to the counter across from you where the microwave is	go	countertop	go	sinkbasin	False
FloorPlan25	pick up the knife on the counter to the right of the spatula	pick	knife	pick	knife	True
FloorPlan25	cut the tomato on the counter in front of the silver canisters into slices	slice	tomato	put	countertop	False
FloorPlan25	move over to your right so that you are in front of the microwave	go	microwave	go	countertop	False
FloorPlan25	place the knife in the microwave above the dishwasher	put	knife	close	microwave	False
FloorPlan25	move back over to the counter top to your left	go	countertop	go	countertop	True
FloorPlan25	pick up one of the tomato slices on the back of the counter	pick	tomato	pick	potato	False
FloorPlan25	move back to your right in front of the microwave	go	microwave	put	microwave	False
FloorPlan25	place the tomato slice in the microwave heat it up and remove the tomato from the microwave	heat	tomato	put	microwave	False
FloorPlan25	turn to your left and go to the sink across from you	go	countertop	go	sinkbasin	False
FloorPlan25	place the tomato slice on the counter in front of the sink with the lettuce inside	put	tomato	put	countertop	False
FloorPlan25	turn around take a right at the sink and walk to the counter	go	countertop	put	sinkbasin	False
FloorPlan25	pick up the knife with the yellow handle to the right of the spatula on the counter	pick	knife	pick	knife	True
FloorPlan25	slice the tomato on the back area of the counter to the right of the silver bowl	slice	tomato	put	coffeemachine	False
FloorPlan25	turn right and walk to the microwave on the left	go	microwave	go	microwave	True
FloorPlan25	put the knife inside the microwave and close the door	put	knife	close	fridge	False
FloorPlan25	turn left and walk to the counter on the right	go	countertop	break	window	False
FloorPlan25	pick up a slice of tomato from the counter	pick	tomato	pick	tomato	True
FloorPlan25	turn right and walk to the microwave on the left	go	microwave	go	microwave	True
FloorPlan25	put the slice of tomato in the microwave heat it remove it and close the door	heat	tomato	put	countertop	False
FloorPlan25	turn left to face the sink	go	countertop	put	sinkbasin	False
FloorPlan25	put the heated slice of tomato on the edge of the counter in front of the right side of the sink	put	tomato	put	countertop	False
FloorPlan25	turn to the right go forward hang a left and go to the counter to the right of the sink	go	countertop	go	sinkbasin	False
FloorPlan25	pick up the yellow handled knife that is on the counter	pick	knife	pick	knife	True
FloorPlan25	cut the tomato on the counter into slices	slice	tomato	slice	tomato	True
FloorPlan25	turn around and go to the microwave that is on the left	go	microwave	go	microwave	True
FloorPlan25	put the knife inside the microwave	put	knife	put	microwave	False
FloorPlan25	turn to the left go to the counter to the right of the sink	go	countertop	go	sinkbasin	False
FloorPlan25	pick up a slice of tomato from the counter	pick	tomato	pick	tomato	True
FloorPlan25	turn around and go to the microwave that is on the left	go	microwave	go	microwave	True
FloorPlan25	put the tomato in the microwave and turn it on to cook remove the tomato when it is done cooking	heat	tomato	go	tomato	False
FloorPlan25	turn to the left to face the sink	go	countertop	put	sinkbasin	False
FloorPlan25	put the tomato on the counter in front of the right side of the sink	put	tomato	put	countertop	False
FloorPlan25	go to the right of the sink	go	countertop	go	sinkbasin	False
FloorPlan25	grab the large knife off of the counter	pick	knife	put	countertop	False
FloorPlan25	cut the tomato on the counter into slices	slice	tomato	slice	tomato	True
FloorPlan25	turn around and go to the microwave	go	microwave	go	microwave	True
FloorPlan25	put the knife in the microwave	put	knife	put	microwave	False
FloorPlan25	turn left and stop at the sink	go	countertop	put	sinkbasin	False
FloorPlan25	grab a slice of tomato off of the counter	pick	tomato	slice	tomato	False
FloorPlan25	turn around and go to the microwave	go	microwave	go	microwave	True
FloorPlan25	heat the tomato in the microwave and then take it out	heat	tomato	put	microwave	False
FloorPlan25	turn to the left and face the sink	go	countertop	put	sinkbasin	False
FloorPlan25	put the tomato on the counter in the front of the sink	put	tomato	put	sinkbasin	False
FloorPlan25	locate the microwave on your right	go	countertop	put	microwave	False
FloorPlan25	pick up a knife from the counter	pick	knife	pick	knife	True
FloorPlan25	cut the tomato at the right corner of the counter into slices	slice	tomato	put	countertop	False
FloorPlan25	turn around and go to the microwave on your left	go	microwave	go	microwave	True
FloorPlan25	open the microwave door put the knife in the microwave and close the door	put	knife	open	microwave	False
FloorPlan25	turn left and go to the counter	go	countertop	go	countertop	True
FloorPlan25	pick up one slice of tomato from the counter	pick	tomato	pick	tomato	True
FloorPlan25	turn right and go to the microwave	go	microwave	go	microwave	True
FloorPlan25	open the microwave door and put the tomato slice in the microwave close the door and cook for 5 minutes open the microwave door and take out the tomato slice	heat	tomato	open	microwave	False
FloorPlan25	turn left and go to the counter	go	countertop	go	countertop	True
FloorPlan25	put the tomato slice on the edge of the counter near the bigger sink	put	tomato	put	sinkbasin	False
FloorPlan25	turn right and cross the room to face the sink	go	countertop	put	sinkbasin	False
FloorPlan25	pick up the knife on the sink	pick	knife	pick	knife	True
FloorPlan25	turn right to face the tomato on the corner of the counter	go	tomato	put	countertop	False
FloorPlan25	cut the tomato on the counter into slices	slice	tomato	slice	tomato	True
FloorPlan25	take a step to the right to face the microwave	go	microwave	go	countertop	False
FloorPlan25	place the knife in the microwave	put	knife	close	microwave	False
FloorPlan25	take a step to the left to face the tomato on the counter	go	countertop	put	countertop	False
FloorPlan25	pick up a slice of tomato on the counter	pick	tomato	pick	tomato	True
FloorPlan25	take a step to the right to face the microwave	go	microwave	go	countertop	False
FloorPlan25	heat the tomato slice in the microwave and remove it	heat	tomato	put	microwave	False
FloorPlan25	turn left to face the sink	go	countertop	put	sinkbasin	False
FloorPlan25	place the tomato slice on the edge of the sink	put	tomato	put	sinkbasin	False
FloorPlan25	turn right and face the sink in front of you	go	countertop	put	sinkbasin	False
FloorPlan25	take the knife off of the counter in front of you	pick	knife	put	countertop	False
FloorPlan25	face the counter to your right	go	tomato	put	countertop	False
FloorPlan25	slice the tomato in front of you	slice	tomato	slice	tomato	True
FloorPlan25	turn right and face the microwave on your left	go	microwave	put	countertop	False
FloorPlan25	place the knife in the microwave in front of you and close it	put	knife	close	microwave	False
FloorPlan25	turn left and face the counter to your right	go	countertop	put	countertop	False
FloorPlan25	take a tomato slice from the counter in front of you	pick	tomato	slice	tomato	False
FloorPlan25	turn right and face the microwave to your left	go	microwave	go	countertop	False
FloorPlan25	place the tomato slice in the microwave in front of you and take it out	heat	tomato	put	microwave	False
FloorPlan25	face the sink on your left	go	countertop	put	sinkbasin	False
FloorPlan25	place the tomato slice by the sink in front of you	put	tomato	put	sinkbasin	False
FloorPlan25	turn around walk to fridge turn left walk to the sink	go	countertop	go	sinkbasin	False
FloorPlan25	pick up the knife that is on the floor	pick	knife	pick	knife	True
FloorPlan25	turn right to face the counter	go	tomato	go	countertop	False
FloorPlan25	cut the tomato that is on the counter	slice	tomato	put	countertop	False
FloorPlan25	take a step to the right to face microwave	go	microwave	go	countertop	False
FloorPlan25	put the knife in the microwave close it	put	knife	close	microwave	False
FloorPlan25	take a step to the left	go	countertop	go	window	False
FloorPlan25	pick up a tomato slice that is on the counter	pick	tomato	pick	tomato	True
FloorPlan25	take a step to the right to face the microwave	go	microwave	go	countertop	False
FloorPlan25	put the tomato slice in the microwave close it turn it on take tomato out	heat	tomato	go	tomato	False
