scene 	 instruction 	 expected_object 	 expected_affordance 	 actual_object 	 actual_affordance 	 success
FloorPlan25		slice	tomato	slice	tomato	True
FloorPlan25		go	fridge	break	window	False
FloorPlan25		put	knife	put	fridge	False
FloorPlan25		go	fridge	break	window	False
FloorPlan25		pick	tomato	pick	tomato	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	tomato	put	microwave	False
FloorPlan25		go	garbagecan	go	faucet	False
FloorPlan25		put	tomato	slice	tomato	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	apple	go	countertop	False
FloorPlan25		slice	apple	put	countertop	False
FloorPlan25		put	butterknife	close	microwave	False
FloorPlan25		pick	apple	pick	apple	True
FloorPlan25		go	fridge	go	countertop	False
FloorPlan25		cool	apple	close	fridge	False
FloorPlan25		go	garbagecan	go	countertop	False
FloorPlan25		put	apple	put	garbagecan	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	apple	put	microwave	False
FloorPlan25		slice	apple	open	microwave	False
FloorPlan25		put	butterknife	put	microwave	False
FloorPlan25		pick	apple	close	drawer	False
FloorPlan25		go	fridge	go	apple	False
FloorPlan25		cool	apple	put	fridge	False
FloorPlan25		go	garbagecan	go	garbagecan	True
FloorPlan25		put	apple	go	apple	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	butterknife	go	knife	False
FloorPlan25		go	apple	put	countertop	False
FloorPlan25		slice	apple	open	microwave	False
FloorPlan25		put	butterknife	close	microwave	False
FloorPlan25		pick	apple	close	microwave	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		cool	apple	close	fridge	False
FloorPlan25		go	garbagecan	put	countertop	False
FloorPlan25		put	apple	slice	apple	False
FloorPlan25		go	sinkbasin	go	countertop	False
FloorPlan25		pick	lettuce	pick	bread	False
FloorPlan25		go	countertop	go	window	False
FloorPlan25		put	lettuce	go	dishsponge	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		pick	lettuce	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	lettuce	put	countertop	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		pick	lettuce	pick	lettuce	True
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	lettuce	put	countertop	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		pick	lettuce	pick	lettuce	True
FloorPlan25		go	countertop	go	sink	False
FloorPlan25		put	lettuce	put	countertop	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		pick	lettuce	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	lettuce	put	sinkbasin	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		pick	lettuce	put	sinkbasin	False
FloorPlan25		go	countertop	put	garbagecan	False
FloorPlan25		put	lettuce	put	coffeemachine	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		pick	lettuce	pick	potato	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	lettuce	put	coffeemachine	False
FloorPlan25		go	countertop	go	faucet	False
FloorPlan25		pick	potato	pick	potato	True
FloorPlan25		go	fridge	go	countertop	False
FloorPlan25		cool	potato	close	fridge	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		put	potato	close	microwave	False
FloorPlan25		go	countertop	go	microwave	False
FloorPlan25		pick	potato	put	countertop	False
FloorPlan25		go	fridge	go	faucet	False
FloorPlan25		cool	potato	put	fridge	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	potato	close	fridge	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		pick	potato	go	potato	False
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	potato	close	fridge	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	potato	close	fridge	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		pick	potato	close	microwave	False
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	potato	close	fridge	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	potato	close	microwave	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		pick	potato	close	microwave	False
FloorPlan25		go	fridge	go	faucet	False
FloorPlan25		cool	potato	close	fridge	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	potato	close	microwave	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	potato	pick	potato	True
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	potato	open	fridge	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		put	potato	close	microwave	False
FloorPlan25		go	cabinet	go	sinkbasin	False
FloorPlan25		pick	mug	put	cabinet	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	mug	put	microwave	False
FloorPlan25		go	cabinet	put	countertop	False
FloorPlan25		put	mug	put	cabinet	False
FloorPlan25		go	countertop	put	coffeemachine	False
FloorPlan25		pick	mug	pick	mug	True
FloorPlan25		go	microwave	close	microwave	False
FloorPlan25		heat	mug	close	microwave	False
FloorPlan25		go	cabinet	open	microwave	False
FloorPlan25		put	mug	close	cabinet	False
FloorPlan25		go	countertop	put	coffeemachine	False
FloorPlan25		pick	mug	put	coffeemachine	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	mug	close	microwave	False
FloorPlan25		go	cabinet	put	countertop	False
FloorPlan25		put	mug	open	fridge	False
FloorPlan25		go	countertop	put	coffeemachine	False
FloorPlan25		pick	mug	pick	mug	True
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		heat	mug	put	mug	False
FloorPlan25		go	cabinet	put	stoveburner	False
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	cabinet	go	countertop	False
FloorPlan25		pick	mug	close	cabinet	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	mug	close	microwave	False
FloorPlan25		go	cabinet	put	countertop	False
FloorPlan25		put	mug	open	cabinet	False
FloorPlan25		go	cabinet	go	microwave	False
FloorPlan25		pick	mug	put	cabinet	False
FloorPlan25		go	microwave	open	microwave	False
FloorPlan25		heat	mug	break	mug	False
FloorPlan25		go	cabinet	go	cabinet	True
FloorPlan25		put	mug	put	cabinet	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	sinkbasin	go	faucet	False
FloorPlan25		clean	egg	put	sinkbasin	False
FloorPlan25		go	fridge	go	window	False
FloorPlan25		put	egg	put	fridge	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		clean	egg	put	sinkbasin	False
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		put	egg	open	fridge	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		pick	egg	open	microwave	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		clean	egg	put	sinkbasin	False
FloorPlan25		go	fridge	go	faucet	False
FloorPlan25		put	egg	open	fridge	False
FloorPlan25		go	microwave	close	microwave	False
FloorPlan25		pick	egg	close	microwave	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		clean	egg	put	sinkbasin	False
FloorPlan25		go	fridge	go	faucet	False
FloorPlan25		put	egg	put	countertop	False
FloorPlan25		go	microwave	go	faucet	False
FloorPlan25		pick	egg	put	microwave	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		clean	egg	put	sinkbasin	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		put	egg	close	fridge	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		slice	tomato	put	countertop	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		put	knife	close	microwave	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	tomato	pick	potato	False
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		heat	tomato	put	microwave	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		put	tomato	put	countertop	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		slice	tomato	put	coffeemachine	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	knife	close	fridge	False
FloorPlan25		go	countertop	break	window	False
FloorPlan25		pick	tomato	pick	tomato	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	tomato	put	countertop	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	tomato	put	countertop	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		slice	tomato	slice	tomato	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	knife	put	microwave	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	tomato	pick	tomato	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	tomato	go	tomato	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	tomato	put	countertop	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	knife	put	countertop	False
FloorPlan25		slice	tomato	slice	tomato	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	knife	put	microwave	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	tomato	slice	tomato	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	tomato	put	microwave	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	tomato	put	sinkbasin	False
FloorPlan25		go	countertop	put	microwave	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		slice	tomato	put	countertop	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	knife	open	microwave	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	tomato	pick	tomato	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	tomato	open	microwave	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		put	tomato	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		go	tomato	put	countertop	False
FloorPlan25		slice	tomato	slice	tomato	True
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		put	knife	close	microwave	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	tomato	pick	tomato	True
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		heat	tomato	put	microwave	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	tomato	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	knife	put	countertop	False
FloorPlan25		go	tomato	put	countertop	False
FloorPlan25		slice	tomato	slice	tomato	True
FloorPlan25		go	microwave	put	countertop	False
FloorPlan25		put	knife	close	microwave	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	tomato	slice	tomato	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		heat	tomato	put	microwave	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	tomato	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		go	tomato	go	countertop	False
FloorPlan25		slice	tomato	put	countertop	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		put	knife	close	microwave	False
FloorPlan25		go	countertop	go	window	False
FloorPlan25		pick	tomato	pick	tomato	True
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		heat	tomato	go	tomato	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	tomato	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	plate	go	countertop	False
FloorPlan25		put	butterknife	put	countertop	False
FloorPlan25		pick	plate	close	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	plate	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	put	sinkbasin	False
FloorPlan25		go	plate	close	fridge	False
FloorPlan25		put	butterknife	open	fridge	False
FloorPlan25		pick	plate	close	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	plate	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	plate	go	fridge	False
FloorPlan25		put	butterknife	put	countertop	False
FloorPlan25		pick	plate	pick	pot	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	plate	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	plate	go	countertop	False
FloorPlan25		put	butterknife	put	pan	False
FloorPlan25		pick	plate	pick	pan	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	plate	put	pan	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	put	countertop	False
FloorPlan25		go	plate	put	sinkbasin	False
FloorPlan25		put	butterknife	put	pan	False
FloorPlan25		pick	plate	pick	ladle	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	plate	put	pan	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	plate	go	countertop	False
FloorPlan25		put	butterknife	put	plate	False
FloorPlan25		pick	plate	pick	plate	True
FloorPlan25		go	sinkbasin	go	countertop	False
FloorPlan25		put	plate	break	plate	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		put	butterknife	put	cabinet	False
FloorPlan25		pick	plate	pick	knife	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	plate	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		put	butterknife	put	cabinet	False
FloorPlan25		pick	plate	pick	pot	False
FloorPlan25		go	sinkbasin	go	drawer	False
FloorPlan25		put	plate	put	sinkbasin	False
FloorPlan25		go	cabinet	close	microwave	False
FloorPlan25		pick	saltshaker	open	microwave	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	saltshaker	put	countertop	False
FloorPlan25		go	cabinet	open	cabinet	False
FloorPlan25		pick	saltshaker	close	cabinet	False
FloorPlan25		go	countertop	go	faucet	False
FloorPlan25		put	saltshaker	put	countertop	False
FloorPlan25		go	cabinet	go	sinkbasin	False
FloorPlan25		pick	saltshaker	put	countertop	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	saltshaker	put	countertop	False
FloorPlan25		go	cabinet	put	cabinet	False
FloorPlan25		pick	saltshaker	open	cabinet	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	saltshaker	put	coffeemachine	False
FloorPlan25		go	cabinet	go	sinkbasin	False
FloorPlan25		pick	saltshaker	open	cabinet	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	saltshaker	put	countertop	False
FloorPlan25		go	cabinet	put	cabinet	False
FloorPlan25		pick	saltshaker	open	cabinet	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	saltshaker	go	spoon	False
FloorPlan25		go	cabinet	go	sinkbasin	False
FloorPlan25		pick	saltshaker	put	sinkbasin	False
FloorPlan25		go	countertop	go	faucet	False
FloorPlan25		put	saltshaker	put	sinkbasin	False
FloorPlan25		go	cabinet	put	sinkbasin	False
FloorPlan25		pick	saltshaker	go	faucet	False
FloorPlan25		go	countertop	go	faucet	False
FloorPlan25		put	saltshaker	put	sinkbasin	False
FloorPlan25		go	cabinet	go	countertop	False
FloorPlan25		pick	saltshaker	close	cabinet	False
FloorPlan25		go	countertop	put	cabinet	False
FloorPlan25		put	saltshaker	put	countertop	False
FloorPlan25		go	cabinet	put	cabinet	False
FloorPlan25		pick	saltshaker	close	cabinet	False
FloorPlan25		go	countertop	put	cabinet	False
FloorPlan25		put	saltshaker	put	countertop	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	microwave	put	countertop	False
FloorPlan25		heat	egg	put	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	microwave	break	egg	False
FloorPlan25		heat	egg	close	microwave	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	go	stoveburner	False
FloorPlan25		pick	egg	break	egg	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	egg	go	egg	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	break	egg	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	egg	break	egg	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	egg	close	microwave	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	microwave	break	egg	False
FloorPlan25		heat	egg	close	microwave	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	egg	close	microwave	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	break	egg	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	egg	break	egg	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	egg	close	microwave	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	egg	close	microwave	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	break	egg	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	egg	close	microwave	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	apple	pick	apple	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	apple	put	microwave	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	apple	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	apple	pick	apple	True
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		heat	apple	open	microwave	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	apple	put	sinkbasin	False
FloorPlan25		go	cabinet	go	microwave	False
FloorPlan25		pick	cup	open	cabinet	False
FloorPlan25		go	microwave	close	microwave	False
FloorPlan25		heat	cup	put	microwave	False
FloorPlan25		go	cabinet	put	countertop	False
FloorPlan25		put	cup	put	cabinet	False
FloorPlan25		go	cabinet	close	microwave	False
FloorPlan25		pick	cup	open	fridge	False
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		heat	cup	open	microwave	False
FloorPlan25		go	cabinet	put	countertop	False
FloorPlan25		put	cup	open	cabinet	False
FloorPlan25		go	cabinet	go	window	False
FloorPlan25		pick	cup	open	cabinet	False
FloorPlan25		go	microwave	go	cabinet	False
FloorPlan25		heat	cup	put	microwave	False
FloorPlan25		go	cabinet	open	cabinet	False
FloorPlan25		put	cup	put	cabinet	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	cup	pick	cup	True
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		heat	cup	close	microwave	False
FloorPlan25		go	cabinet	put	cabinet	False
FloorPlan25		put	cup	open	microwave	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		pick	cup	pick	pot	False
FloorPlan25		go	microwave	put	countertop	False
FloorPlan25		heat	cup	put	fridge	False
FloorPlan25		go	cabinet	put	stoveburner	False
FloorPlan25		put	cup	open	fridge	False
FloorPlan25		go	fridge	go	countertop	False
FloorPlan25		pick	cup	put	fridge	False
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		heat	cup	pick	pan	False
FloorPlan25		go	cabinet	close	microwave	False
FloorPlan25		put	cup	open	cabinet	False
